Time,Operator,Technology,MCC / MNC,gNB,RF Band​ (PCell),Num Beams,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Average Code Rate​ (PCell),Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Net PUSCH Thp​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-03 16:59:27.281,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.8,-10.3,35.0,53/0,NSA,0.0,16,0.1,10.02,0.046,1,1,14.3,56,0.8,0.707,9.8,62.7,-84.2,-6.8,-63.1,42,5,440,Band 3 - 1800,,,,,,,,61.449719,23.858351,,0,0.381,0.011,20.4,0
2025-02-03 16:59:27.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.8,-10.3,35.0,53/0,NSA,0.0,16,0.1,10.02,0.046,1,1,14.3,56,0.8,0.707,9.8,62.7,-83.4,-7.5,-62.0,42,5,440,Band 3 - 1800,,,,,,,,61.449719,23.858351,,0,0.381,0.011,21.3,0
2025-02-03 16:59:27.502,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.8,-10.3,35.0,53/0,NSA,0.0,16,0.1,10.02,0.046,1,1,14.3,56,0.8,0.707,9.8,62.7,-83.4,-7.5,-62.0,42,5,440,Band 3 - 1800,,,,,,,,61.449719,23.858351,,0,0.403,0.011,21.3,0
2025-02-03 16:59:27.700,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.8,-10.3,35.0,53/0,NSA,0.0,16,0.1,10.02,0.046,1,1,16.4,56,0.6,0.651,7.7,61.3,-83.4,-7.5,-62.0,42,5,440,Band 3 - 1800,,,,,,,,61.449719,23.858351,,0,0.403,0.011,21.3,0
2025-02-03 16:59:27.732,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.8,-10.3,35.0,53/0,NSA,0.0,16,0.0,9.96,0.041,1,1,16.4,56,0.6,0.651,7.7,61.3,-83.4,-7.5,-62.0,42,5,440,Band 3 - 1800,,,,,,,,61.449719,23.858351,,0,0.403,0.011,21.3,0
2025-02-03 16:59:27.801,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-59.8,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.96,0.041,1,1,16.4,56,0.6,0.651,7.7,61.3,-83.4,-7.5,-62.0,42,5,440,Band 3 - 1800,,,,,,,,61.449719,23.858351,,0,0.403,0.011,21.3,0
2025-02-03 16:59:28.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-59.8,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.96,0.041,1,1,16.4,56,0.6,0.651,7.7,61.3,-83.4,-7.5,-62.0,42,5,440,Band 3 - 1800,,,,,,,,61.449719,23.858351,,0,0.329,0.011,21.3,0
2025-02-03 16:59:28.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-59.8,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.96,0.041,1,1,16.4,56,0.6,0.651,7.7,61.3,-83.4,-7.5,-62.0,42,5,440,Band 3 - 1800,,,,,,,,61.449719,23.858351,,0,0.329,0.015,21.3,0
2025-02-03 16:59:28.002,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-59.8,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.96,0.041,1,1,16.4,56,0.6,0.651,7.7,61.3,-83.4,-7.5,-62.0,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.329,0.015,21.3,0
2025-02-03 16:59:28.008,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-59.8,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.96,0.041,1,1,16.4,56,0.6,0.651,7.7,61.3,-85.8,-7.4,-64.6,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.329,0.015,17.8,0
2025-02-03 16:59:28.200,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-59.8,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.96,0.041,1,1,12.3,53,0.7,0.725,6.8,61.7,-85.8,-7.4,-64.6,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.329,0.015,17.8,0
2025-02-03 16:59:28.244,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-59.8,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.98,0.045,1,1,12.3,53,0.7,0.725,6.8,61.7,-85.8,-7.4,-64.6,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.329,0.015,17.8,0
2025-02-03 16:59:28.301,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.1,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.98,0.045,1,1,12.3,53,0.7,0.725,6.8,61.7,-85.8,-7.4,-64.6,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.329,0.015,17.8,0
2025-02-03 16:59:28.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.1,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.98,0.045,1,1,12.3,53,0.7,0.725,6.8,61.7,-85.8,-7.4,-64.6,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.011,0.015,17.8,0
2025-02-03 16:59:28.508,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.1,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.98,0.045,1,1,12.3,53,0.7,0.725,6.8,61.7,-82.0,-7.1,-60.8,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.011,0.015,20.8,0
2025-02-03 16:59:28.700,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.1,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.98,0.045,1,1,10.9,52,0.8,0.748,5.1,60.6,-82.0,-7.1,-60.8,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.011,0.015,20.8,0
2025-02-03 16:59:28.748,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.1,-10.3,33.8,53/0,NSA,0.0,16,0.0,9.90,0.038,1,1,10.9,52,0.8,0.748,5.1,60.6,-82.0,-7.1,-60.8,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.011,0.015,20.8,0
2025-02-03 16:59:28.801,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-57.8,-10.3,32.6,53/0,NSA,0.0,16,0.0,9.90,0.038,1,1,10.9,52,0.8,0.748,5.1,60.6,-82.0,-7.1,-60.8,42,5,440,Band 3 - 1800,,,,,,,,61.449717,23.858358,,0,0.011,0.015,20.8,0
2025-02-03 16:59:28.823,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-57.8,-10.3,32.6,53/0,NSA,0.0,16,0.0,9.90,0.038,1,1,10.9,52,0.8,0.748,5.1,60.6,-82.0,-7.1,-60.8,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.011,0.015,20.8,0
2025-02-03 16:59:29.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-57.8,-10.3,32.6,53/0,NSA,0.0,16,0.0,9.90,0.038,1,1,10.9,52,0.8,0.748,5.1,60.6,-82.0,-7.1,-60.8,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.013,0.015,20.8,0
2025-02-03 16:59:29.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-57.8,-10.3,32.6,53/0,NSA,0.0,16,0.0,9.90,0.038,1,1,10.9,52,0.8,0.748,5.1,60.6,-82.0,-7.1,-60.8,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.013,0.016,20.8,0
2025-02-03 16:59:29.008,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-57.8,-10.3,32.6,53/0,NSA,0.0,16,0.0,9.90,0.038,1,1,10.9,52,0.8,0.748,5.1,60.6,-80.0,-6.0,-60.0,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.013,0.016,20.3,0
2025-02-03 16:59:29.204,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-57.8,-10.3,32.6,53/0,NSA,0.0,16,0.0,9.90,0.038,1,1,6.5,56,0.7,0.949,3.9,63.1,-80.0,-6.0,-60.0,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.013,0.016,20.3,0
2025-02-03 16:59:29.239,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-57.8,-10.3,32.6,53/0,NSA,0.0,16,0.0,9.98,0.055,1,1,6.5,56,0.7,0.949,3.9,63.1,-80.0,-6.0,-60.0,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.013,0.016,20.3,0
2025-02-03 16:59:29.341,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,34.0,53/0,NSA,0.0,16,0.0,9.98,0.055,1,1,6.5,56,0.7,0.949,3.9,63.1,-80.0,-6.0,-60.0,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.013,0.016,20.3,0
2025-02-03 16:59:29.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,34.0,53/0,NSA,0.0,16,0.0,9.98,0.055,1,1,6.5,56,0.7,0.949,3.9,63.1,-80.0,-6.0,-60.0,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.018,0.016,20.3,0
2025-02-03 16:59:29.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,34.0,53/0,NSA,0.0,16,0.0,9.98,0.055,1,1,6.5,56,0.7,0.949,3.9,63.1,-80.0,-6.0,-60.0,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.018,0.024,20.3,0
2025-02-03 16:59:29.508,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,34.0,53/0,NSA,0.0,16,0.0,9.98,0.055,1,1,6.5,56,0.7,0.949,3.9,63.1,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,,,,,,,,61.449714,23.858366,,0,0.018,0.024,15.4,0
2025-02-03 16:59:29.644,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,34.0,53/0,NSA,0.0,16,0.0,9.98,0.055,1,1,6.5,56,0.7,0.949,3.9,63.1,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,,,,,,,,61.449712,23.858373,,0,0.018,0.024,15.4,0
2025-02-03 16:59:29.703,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,34.0,53/0,NSA,0.0,16,0.0,9.98,0.055,1,1,5.5,66,1.0,1.284,7.6,63.6,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,,,,,,,,61.449712,23.858373,,0,0.018,0.024,15.4,0
2025-02-03 16:59:29.756,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,34.0,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,,,,,,,,61.449712,23.858373,,0,0.018,0.024,15.4,0
2025-02-03 16:59:29.777,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,34.0,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,,,,0.0,,,,61.449712,23.858373,,0,0.018,0.024,15.4,0
2025-02-03 16:59:29.841,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,,,,0.0,,,,61.449712,23.858373,,0,0.018,0.024,15.4,0
2025-02-03 16:59:29.861,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,,,,0.0,0.0,,,61.449712,23.858373,,0,0.018,0.024,15.4,0
2025-02-03 16:59:29.891,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,0.0,2,1.0,0.0,0.002,,,61.449712,23.858373,,0,0.018,0.024,15.4,0
2025-02-03 16:59:30.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,0.0,2,1.0,0.0,0.002,,,61.449712,23.858373,,0,0.012,0.024,15.4,0
2025-02-03 16:59:30.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-86.5,-7.1,-65.4,42,5,440,Band 3 - 1800,0.0,2,1.0,0.0,0.002,,,61.449712,23.858373,,0,0.012,0.041,15.4,0
2025-02-03 16:59:30.009,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-80.6,-5.8,-60.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.0,0.002,,,61.449712,23.858373,,0,0.012,0.041,21.7,0
2025-02-03 16:59:30.033,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,5.5,66,1.0,1.284,7.6,63.6,-80.6,-5.8,-60.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449712,23.858373,,0,0.012,0.041,21.7,0
2025-02-03 16:59:30.204,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.0,9.97,0.065,1,1,2.6,85,1.6,2.009,13.2,69.7,-80.6,-5.8,-60.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449712,23.858373,,0,0.012,0.041,21.7,0
2025-02-03 16:59:30.256,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.0,-10.3,32.9,53/0,NSA,0.0,16,0.2,10.80,0.177,1,1,2.6,85,1.6,2.009,13.2,69.7,-80.6,-5.8,-60.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449712,23.858373,,0,0.012,0.041,21.7,0
2025-02-03 16:59:30.321,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.2,-10.4,32.1,53/0,NSA,0.0,16,0.2,10.80,0.177,1,1,2.6,85,1.6,2.009,13.2,69.7,-80.6,-5.8,-60.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449712,23.858373,,0,0.012,0.041,21.7,0
2025-02-03 16:59:30.466,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.2,-10.4,32.1,53/0,NSA,0.0,16,0.2,10.80,0.177,1,1,2.6,85,1.6,2.009,13.2,69.7,-80.6,-5.8,-60.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.012,0.041,21.7,0
2025-02-03 16:59:30.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.2,-10.4,32.1,53/0,NSA,0.0,16,0.2,10.80,0.177,1,1,2.6,85,1.6,2.009,13.2,69.7,-80.6,-5.8,-60.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.001,0.041,21.7,0
2025-02-03 16:59:30.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.2,-10.4,32.1,53/0,NSA,0.0,16,0.2,10.80,0.177,1,1,2.6,85,1.6,2.009,13.2,69.7,-80.6,-5.8,-60.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.001,0.071,21.7,0
2025-02-03 16:59:30.509,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.2,-10.4,32.1,53/0,NSA,0.0,16,0.2,10.80,0.177,1,1,2.6,85,1.6,2.009,13.2,69.7,-91.3,-7.2,-69.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.001,0.071,11.4,0
2025-02-03 16:59:30.704,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.2,-10.4,32.1,53/0,NSA,0.0,16,0.2,10.80,0.177,1,1,8.1,102,2.6,2.545,9.2,66.1,-91.3,-7.2,-69.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.001,0.071,11.4,0
2025-02-03 16:59:30.720,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.2,-10.4,32.1,53/0,NSA,0.0,16,0.3,12.13,0.191,1,1,8.1,102,2.6,2.545,9.2,66.1,-91.3,-7.2,-69.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.001,0.071,11.4,0
2025-02-03 16:59:30.861,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.7,-10.3,32.8,53/0,NSA,0.0,16,0.3,12.13,0.191,1,1,8.1,102,2.6,2.545,9.2,66.1,-91.3,-7.2,-69.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.001,0.071,11.4,0
2025-02-03 16:59:31.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.7,-10.3,32.8,53/0,NSA,0.0,16,0.3,12.13,0.191,1,1,8.1,102,2.6,2.545,9.2,66.1,-91.3,-7.2,-69.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.0,0.071,11.4,0
2025-02-03 16:59:31.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.7,-10.3,32.8,53/0,NSA,0.0,16,0.3,12.13,0.191,1,1,8.1,102,2.6,2.545,9.2,66.1,-91.3,-7.2,-69.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,9.0,61.449710,23.858381,,0,0.0,0.029,11.4,0
2025-02-03 16:59:31.009,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.7,-10.3,32.8,53/0,NSA,0.0,16,0.3,12.13,0.191,1,1,8.1,102,2.6,2.545,9.2,66.1,-95.4,-7.2,-74.1,42,5,440,Band 3 - 1800,,,,0.011,,0.0,9.0,61.449710,23.858381,,0,0.0,,,0
2025-02-03 16:59:31.203,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.7,-10.3,32.8,53/0,NSA,0.0,16,0.3,12.13,0.191,1,1,0.0,3,17.9,0.27,3.7,65.0,-95.4,-7.2,-74.1,42,5,440,Band 3 - 1800,,,,0.011,,0.0,9.0,61.449710,23.858381,,0,0.0,,,0
2025-02-03 16:59:31.203,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.7,-10.3,32.8,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,0.0,3,17.9,0.27,3.7,65.0,-95.4,-7.2,-74.1,42,5,440,Band 3 - 1800,,,,0.011,,0.0,9.0,61.449710,23.858381,,0,0.0,,,0
2025-02-03 16:59:31.288,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.7,-10.3,32.8,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,0.0,3,17.9,0.27,3.7,65.0,-95.4,-7.2,-74.1,42,5,440,Band 3 - 1800,,,,0.011,,0.0,9.0,61.449707,23.858389,,0,0.0,,,0
2025-02-03 16:59:31.361,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,35.2,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,0.0,3,17.9,0.27,3.7,65.0,-95.4,-7.2,-74.1,42,5,440,Band 3 - 1800,,,,0.011,,0.0,9.0,61.449707,23.858389,,0,0.0,,,0
2025-02-03 16:59:31.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,35.2,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,0.0,3,17.9,0.27,3.7,65.0,-95.4,-7.2,-74.1,42,5,440,Band 3 - 1800,,,,0.011,,0.0,9.0,61.449707,23.858389,,0,0.001,,,0
2025-02-03 16:59:31.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,35.2,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,0.0,3,17.9,0.27,3.7,65.0,-95.4,-7.2,-74.1,42,5,440,Band 3 - 1800,,,,0.011,,0.0,9.0,61.449707,23.858389,,0,0.001,0.001,,0
2025-02-03 16:59:31.509,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,35.2,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,0.0,3,17.9,0.27,3.7,65.0,-82.7,-7.4,-61.4,42,5,440,Band 3 - 1800,,,,,,,,61.449707,23.858389,,0,,0.001,18.2,0
2025-02-03 16:59:31.704,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.3,-10.3,35.2,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,1.0,3,20.6,0.329,-4.3,57.8,-82.7,-7.4,-61.4,42,5,440,Band 3 - 1800,,,,,,,,61.449707,23.858389,,0,,0.001,18.2,0
2025-02-03 16:59:31.841,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-56.5,-10.3,34.7,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,1.0,3,20.6,0.329,-4.3,57.8,-82.7,-7.4,-61.4,42,5,440,Band 3 - 1800,,,,,,,,61.449707,23.858389,,0,,0.001,18.2,0
2025-02-03 16:59:31.999,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-56.5,-10.3,34.7,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,1.0,3,20.6,0.329,-4.3,57.8,-82.7,-7.4,-61.4,42,5,440,Band 3 - 1800,,,,,,,,61.449707,23.858389,,0,0.0,0.001,18.2,0
2025-02-03 16:59:31.999,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-56.5,-10.3,34.7,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,1.0,3,20.6,0.329,-4.3,57.8,-82.7,-7.4,-61.4,42,5,440,Band 3 - 1800,,,,,,,,61.449707,23.858389,,0,0.0,0.0,18.2,0
2025-02-03 16:59:32.009,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-56.5,-10.3,34.7,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,1.0,3,20.6,0.329,-4.3,57.8,-84.1,-6.9,-63.3,42,5,440,Band 3 - 1800,,,,,,,,61.449707,23.858389,,0,0.0,0.0,19.8,0
2025-02-03 16:59:32.110,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-56.5,-10.3,34.7,53/0,NSA,0.0,16,0.5,10.23,0.004,1,1,1.0,3,20.6,0.329,-4.3,57.8,-84.1,-6.9,-63.3,42,5,440,Band 3 - 1800,,,,,,,,61.449705,23.858396,,0,0.0,0.0,19.8,0
